match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,cricsheet_id
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,22.4,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,22.5,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,22.6,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.1,India,Pakistan,V Kohli,KL Rahul,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.2,India,Pakistan,V Kohli,KL Rahul,Haris Rauf,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.3,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,4,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.4,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.5,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,0,1,1.0,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.6,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,23.7,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,24.1,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,24.2,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,24.3,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,24.4,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,24.5,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,24.6,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,25.1,India,Pakistan,KL Rahul,V Kohli,Naseem Shah,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,25.2,India,Pakistan,KL Rahul,V Kohli,Naseem Shah,0,0,,,,,,,,,,1388406
